movie_id,title,genre,release_date,budget_million_usd,box_office_million_usd,rating
401,Movie_48a6bc,Sci-Fi,1994-11-15,46.87,81.58,5.5
402,Movie_701e07,Horror,1994-10-02,30.1,102.16,9.1
403,Movie_9e33ba,Romance,1994-04-02,40.73,52.76,5.9
404,Movie_039b15,Thriller,1994-02-27,44.07,121.59,7.6
405,Movie_a45021,Action,1994-12-12,24.68,79.33,9.5
406,Movie_2acfee,Thriller,1994-08-17,22.21,79.7,5.4
407,Movie_c7bea8,Action,1994-04-27,32.3,100.98,7.2
408,Movie_501f05,Comedy,1994-11-14,32.67,108.92,7.8
409,Movie_5a4cbd,Thriller,1994-10-06,30.81,67.86,4.9
410,Movie_b3ee16,Horror,1994-05-07,31.43,83.91,4.8
411,Movie_5eb6d5,Action,1994-05-09,18.77,101.89,6.5
412,Movie_cb20af,Drama,1994-02-27,41.25,25.15,6.1
413,Movie_a01b6d,Horror,1994-05-02,38.99,8.11,7.9
414,Movie_75a54c,Drama,1994-01-01,9.96,58.27,4.4
415,Movie_b0b6e8,Thriller,1994-08-27,24.16,7.4,9.3
416,Movie_1ada78,Drama,1994-10-17,31.4,50.58,4.1
417,Movie_2e852a,Action,1994-04-06,21.99,69.43,7.3
418,Movie_015322,Horror,1994-05-06,39.56,51.73,7.1
419,Movie_758f43,Romance,1994-04-28,29.0,55.75,4.7
420,Movie_e66c65,Sci-Fi,1994-02-17,32.54,29.95,4.8
421,Movie_6e6a14,Action,1994-03-30,23.99,83.64,8.4
422,Movie_4f8c2e,Action,1994-08-25,1.0,28.1,8.9
423,Movie_c91155,Romance,1994-09-29,1.0,5.0,5.6
424,Movie_6301be,Horror,1995-07-08,38.84,53.78,6.4
425,Movie_cb0adb,Horror,1995-07-11,34.0,87.45,6.0
426,Movie_affa79,Animation,1995-03-10,36.58,62.39,4.4
427,Movie_5ccf61,Thriller,1995-10-05,32.02,25.06,7.7
428,Movie_260231,Drama,1995-12-15,33.22,63.06,8.5
429,Movie_12ba97,Thriller,1995-09-04,44.54,73.15,5.7
430,Movie_973cf3,Romance,1995-03-17,36.67,62.71,9.4
431,Movie_1da0b3,Thriller,1995-06-03,45.61,52.06,4.4
432,Movie_ced18f,Romance,1995-05-24,32.57,74.58,7.6
433,Movie_080320,Horror,1995-03-27,25.49,7.85,6.5
434,Movie_076c0e,Drama,1995-07-04,32.91,33.18,6.5
435,Movie_336a8f,Thriller,1995-10-12,17.46,20.84,6.5
436,Movie_e1bf82,Action,1995-08-08,24.3,100.45,5.4
437,Movie_21c905,Comedy,1995-03-10,32.66,81.36,7.9
438,Movie_924e09,Animation,1995-02-16,32.46,65.55,8.0
439,Movie_24a038,Sci-Fi,1995-04-04,28.4,16.48,5.6
440,Movie_e6afeb,Action,1995-08-26,9.18,82.32,8.6
441,Movie_c9707b,Horror,1995-07-23,39.55,101.6,5.7
442,Movie_c36f34,Sci-Fi,1995-08-06,42.51,77.14,8.0
443,Movie_e79a55,Comedy,1995-12-07,54.66,58.94,4.7
444,Movie_397ffc,Comedy,1995-02-08,36.63,78.95,4.9
445,Movie_718426,Drama,1995-04-10,30.02,68.19,5.7
446,Movie_2bf683,Sci-Fi,1995-10-16,14.8,87.78,7.3
447,Movie_c6d909,Drama,1995-09-11,52.38,87.11,7.6
448,Movie_f12389,Action,1995-08-10,33.72,53.37,6.2
449,Movie_067c79,Romance,1995-12-23,32.9,40.18,4.4
450,Movie_f417f3,Romance,1995-01-23,26.19,48.01,6.1
451,Movie_65360d,Romance,1995-09-07,25.23,76.08,7.8
452,Movie_10c909,Sci-Fi,1995-01-10,40.32,49.82,7.7
453,Movie_494b5b,Romance,1995-09-03,14.68,37.48,4.9
454,Movie_6db2c9,Action,1995-11-21,54.38,59.97,4.0
455,Movie_e638cc,Drama,1995-04-10,51.11,93.22,8.1
456,Movie_9db678,Sci-Fi,1995-10-17,24.69,64.05,4.6
457,Movie_90d566,Drama,1995-06-29,17.04,51.71,4.5
458,Movie_a3615d,Sci-Fi,1995-08-11,1.0,69.61,4.0
459,Movie_ef63f1,Drama,1995-09-07,11.23,62.52,6.4
460,Movie_90ea38,Comedy,1995-05-27,40.95,5.0,6.8
461,Movie_d50da4,Drama,1995-04-06,34.73,80.9,7.5
462,Movie_aa5a36,Romance,1995-09-14,37.4,72.22,5.6
463,Movie_3e766e,Comedy,1995-11-21,2.32,60.49,7.9
464,Movie_7c0ba5,Drama,1995-01-04,24.06,91.87,4.9
465,Movie_044d22,Sci-Fi,1995-01-16,50.51,96.39,8.6
466,Movie_2cfcbd,Sci-Fi,1995-10-07,28.56,83.96,7.1
467,Movie_c42c54,Animation,1996-12-05,10.92,34.49,7.2
468,Movie_bc9043,Sci-Fi,1996-05-31,28.33,35.53,5.2
469,Movie_326dae,Horror,1996-06-26,18.43,93.52,4.4
470,Movie_a5b8b9,Action,1996-06-11,35.01,5.0,6.6
471,Movie_d5c42d,Sci-Fi,1996-02-02,30.31,55.53,7.4
472,Movie_b21fad,Comedy,1996-06-27,38.15,73.19,4.5
473,Movie_cdc149,Animation,1996-04-10,11.73,7.49,9.2
474,Movie_b587e0,Sci-Fi,1996-09-24,23.27,67.03,9.4
475,Movie_346b5b,Horror,1996-11-18,46.36,88.63,7.0
476,Movie_5b507a,Romance,1996-03-05,9.69,15.43,9.2
477,Movie_a4e78c,Comedy,1996-06-16,14.95,109.75,5.0
478,Movie_043db4,Horror,1996-11-25,32.99,29.71,4.1
479,Movie_05de52,Romance,1996-02-12,34.3,77.24,4.2
480,Movie_dd6147,Thriller,1996-02-13,22.67,57.49,7.2
481,Movie_32a1fe,Thriller,1996-10-11,25.82,62.09,4.3
482,Movie_9e57f8,Comedy,1996-01-12,38.0,21.5,9.3
483,Movie_b822e4,Drama,1996-04-04,42.74,97.81,4.8
484,Movie_f7fca0,Action,1996-10-28,13.96,69.78,5.7
485,Movie_326b7c,Animation,1996-09-09,35.46,108.63,8.5
486,Movie_640b85,Action,1996-08-29,52.68,22.28,5.2
487,Movie_66811a,Horror,1996-02-04,28.26,54.56,5.3
488,Movie_2d9e56,Romance,1996-08-02,13.8,66.29,7.5
489,Movie_04a3bc,Action,1996-12-02,13.11,61.81,5.5
490,Movie_3f5d2f,Romance,1996-03-30,27.59,80.0,5.2
491,Movie_aef1c1,Romance,1996-09-20,45.54,54.18,5.4
492,Movie_23fd18,Horror,1996-04-02,29.39,123.66,6.7
493,Movie_aaacd2,Horror,1996-03-30,32.84,61.2,9.3
494,Movie_f05b93,Horror,1996-04-24,15.05,5.0,8.6
495,Movie_36df83,Action,1996-04-14,44.75,62.53,5.6
496,Movie_a02e1a,Thriller,1996-07-14,12.82,97.84,6.0
497,Movie_7be9c6,Horror,1996-11-09,22.43,32.3,6.6
498,Movie_cd47a7,Animation,1996-04-23,39.45,30.4,9.4
499,Movie_24cfbe,Action,1996-03-15,1.0,34.79,4.9
500,Movie_ddc658,Horror,1996-08-04,32.61,27.71,6.0
501,Movie_ab44b7,Sci-Fi,1996-10-03,14.41,45.62,8.0
502,Movie_f2934e,Romance,1996-09-05,30.25,87.28,9.3
503,Movie_3fa2b1,Animation,1996-06-12,24.72,105.79,4.9
504,Movie_c0a7f3,Horror,1996-12-22,61.59,5.0,5.3
505,Movie_768805,Comedy,1996-07-10,24.1,48.65,5.2
506,Movie_5b4ee3,Romance,1996-08-14,57.64,69.08,4.1
507,Movie_697804,Romance,1996-06-25,38.8,66.08,7.3
508,Movie_1800d0,Horror,1996-04-08,17.98,117.0,7.7
509,Movie_3b8fdc,Thriller,1996-02-05,34.96,5.0,7.3
510,Movie_0c2eda,Drama,1996-04-05,25.43,5.0,4.4
511,Movie_865060,Thriller,1996-05-31,33.63,121.87,4.4
512,Movie_f84888,Horror,1997-05-31,19.29,82.6,5.2
513,Movie_43701e,Romance,1997-07-09,55.35,42.86,5.6
514,Movie_28f136,Animation,1997-08-12,43.88,65.15,8.3
515,Movie_54164c,Comedy,1997-02-06,30.48,67.3,4.9
516,Movie_588a49,Animation,1997-09-25,55.94,42.13,4.2
517,Movie_eec293,Animation,1997-07-02,31.11,64.25,6.2
518,Movie_4e7ab5,Romance,1997-01-13,46.46,70.64,6.3
519,Movie_42bc7c,Thriller,1997-10-06,30.57,120.47,6.5
520,Movie_38b3aa,Comedy,1997-08-05,35.91,88.9,8.5
521,Movie_6ff1d6,Action,1997-12-21,28.78,112.18,4.5
522,Movie_8e5b4e,Sci-Fi,1997-12-27,31.43,19.69,7.9
523,Movie_feb5b3,Romance,1997-10-13,32.56,49.58,5.9
524,Movie_1e52b0,Horror,1997-09-30,19.95,67.27,5.7
525,Movie_c14a0c,Action,1997-03-03,23.98,5.0,9.1
526,Movie_bd20d1,Sci-Fi,1997-03-25,26.75,95.46,5.4
527,Movie_105c31,Horror,1997-08-05,33.45,79.27,7.5
528,Movie_27978e,Animation,1997-12-08,29.54,48.99,5.5
529,Movie_aa1207,Drama,1997-07-06,47.6,54.5,6.8
530,Movie_a15959,Horror,1997-01-19,42.71,97.62,8.3
531,Movie_4c1021,Comedy,1997-06-26,27.06,36.14,8.8
532,Movie_622a5e,Comedy,1997-04-10,50.73,98.83,8.6
533,Movie_0b6196,Drama,1997-08-21,58.1,52.44,7.2
534,Movie_199916,Action,1997-03-17,1.0,82.68,5.4
535,Movie_6109b7,Sci-Fi,1997-09-22,43.98,62.6,7.6
536,Movie_7b72dc,Horror,1997-10-11,19.61,127.0,7.9
537,Movie_209f9a,Comedy,1997-07-25,42.01,33.38,4.1
538,Movie_d0ed6e,Action,1997-08-11,48.57,42.8,6.4
539,Movie_2558b2,Drama,1997-02-21,16.85,14.82,8.6
540,Movie_c99949,Thriller,1997-12-05,2.22,27.1,6.7
541,Movie_bb4bb5,Romance,1997-05-24,42.53,81.39,5.7
542,Movie_1c00d2,Thriller,1997-03-10,32.03,108.0,8.8
543,Movie_29997d,Thriller,1997-04-09,4.97,84.79,4.9
544,Movie_a4ad83,Comedy,1997-01-25,67.94,59.84,5.1
545,Movie_e74a9f,Animation,1997-02-22,39.37,33.19,7.8
546,Movie_73d492,Animation,1997-05-31,40.05,86.95,5.9
547,Movie_89e6be,Drama,1997-05-24,50.49,31.54,7.9
548,Movie_5604f9,Horror,1997-02-26,21.29,19.53,4.9
549,Movie_f195c4,Animation,1997-02-08,31.96,50.75,5.4
550,Movie_d4517b,Thriller,1997-04-19,10.21,5.0,4.9
551,Movie_ffbb05,Animation,1997-06-30,20.88,18.56,9.2
552,Movie_80184b,Thriller,1997-02-11,35.78,116.58,6.2
553,Movie_b716be,Sci-Fi,1997-07-05,5.02,13.0,5.9
554,Movie_c3bd71,Comedy,1997-08-11,20.46,24.36,4.1
555,Movie_b92c73,Comedy,1997-05-02,16.08,62.15,4.8
556,Movie_f6b880,Horror,1997-05-13,32.13,63.72,6.3
557,Movie_1c02eb,Animation,1997-06-12,38.62,52.96,4.4
558,Movie_ad0ad8,Animation,1997-08-03,41.13,5.0,6.8
559,Movie_d78b4b,Romance,1997-08-09,44.98,85.45,6.5
560,Movie_7f6959,Action,1997-08-23,50.58,46.71,8.2
561,Movie_2712ac,Sci-Fi,1997-11-27,39.11,96.61,7.6
562,Movie_6b1f3a,Comedy,1998-09-10,58.31,40.66,6.5
563,Movie_8feffc,Sci-Fi,1998-08-18,31.79,89.47,5.2
564,Movie_4a5125,Comedy,1998-01-07,27.4,98.88,8.0
565,Movie_b7acec,Sci-Fi,1998-06-23,39.11,45.99,7.9
566,Movie_4d2e1b,Drama,1998-05-21,26.75,86.41,4.8
567,Movie_bf6645,Thriller,1998-06-17,57.79,20.14,9.0
568,Movie_0ad3d5,Comedy,1998-06-19,46.96,67.91,4.4
569,Movie_4a2655,Sci-Fi,1998-10-10,41.25,96.67,4.3
570,Movie_6c8709,Animation,1998-05-02,31.97,75.55,5.0
571,Movie_216a4a,Action,1998-07-13,23.89,132.19,9.0
572,Movie_5864c6,Drama,1998-01-05,40.52,77.23,6.9
573,Movie_eb88bc,Drama,1998-01-29,13.09,49.04,8.3
574,Movie_680a09,Action,1998-06-14,53.02,145.23,5.3
575,Movie_f1d7fd,Sci-Fi,1998-12-05,27.34,109.01,6.7
576,Movie_3e2a79,Animation,1998-05-16,34.58,11.91,6.0
577,Movie_878405,Horror,1998-12-31,16.36,36.48,8.6
578,Movie_7ca66a,Action,1998-11-17,40.84,28.86,4.1
579,Movie_89d151,Sci-Fi,1998-12-08,23.19,79.37,5.3
580,Movie_8d85bb,Action,1998-05-25,39.74,77.13,4.8
581,Movie_9c053b,Action,1998-11-23,41.36,76.9,8.7
582,Movie_da9a93,Comedy,1998-08-05,20.29,11.1,6.6
583,Movie_cbeba2,Sci-Fi,1998-10-28,13.15,40.86,6.2
584,Movie_7a647f,Horror,1998-05-12,52.98,55.52,6.5
585,Movie_6605e7,Thriller,1998-10-19,27.12,5.34,9.3
586,Movie_724eb6,Comedy,1998-03-11,33.37,33.85,8.7
587,Movie_eb0ba0,Action,1998-09-09,37.28,100.69,7.9
588,Movie_a8baf6,Thriller,1998-10-02,11.19,13.38,5.6
589,Movie_baadad,Romance,1998-12-30,36.94,103.66,4.9
590,Movie_6c2159,Thriller,1998-07-01,31.49,92.73,9.1
591,Movie_45da23,Action,1998-06-16,20.35,51.28,6.3
592,Movie_fe1725,Action,1998-04-01,12.65,40.53,5.5
593,Movie_13f693,Animation,1998-07-21,39.09,84.95,6.6
594,Movie_f697cd,Sci-Fi,1998-12-12,46.92,36.37,9.0
595,Movie_629298,Sci-Fi,1998-01-19,32.68,37.86,6.1
596,Movie_1bfe83,Comedy,1998-02-08,8.48,59.28,7.1
597,Movie_ab9f21,Horror,1998-05-06,14.14,5.0,8.4
598,Movie_31dc22,Comedy,1998-06-22,23.52,16.5,6.3
599,Movie_16b379,Drama,1998-05-21,53.47,50.53,5.3
600,Movie_a4da11,Action,1998-08-30,26.3,74.27,9.5
601,Movie_76d8a1,Thriller,1998-08-08,22.97,35.95,9.3
602,Movie_71e3c7,Romance,1998-05-06,4.9,54.07,8.6
603,Movie_764ea8,Action,1998-02-27,20.15,11.6,7.8
604,Movie_ed7a41,Action,1998-05-28,11.51,87.97,5.6
605,Movie_cb235b,Comedy,1998-11-13,14.95,66.6,9.0
606,Movie_e8d7bd,Romance,1998-12-27,31.8,69.26,5.5
607,Movie_e8ce2e,Romance,1998-01-01,23.98,74.65,8.4
608,Movie_17f3f9,Romance,1998-12-14,55.49,62.34,9.1
609,Movie_89697b,Comedy,1998-07-09,46.17,45.49,7.3
610,Movie_37da62,Action,1998-07-10,20.87,93.89,8.4
611,Movie_d82f8a,Comedy,1998-11-08,16.25,64.71,8.4
612,Movie_3adda2,Sci-Fi,1999-04-27,50.74,55.03,5.1
613,Movie_00e6ae,Sci-Fi,1999-05-14,54.9,59.74,7.7
614,Movie_4f70a2,Comedy,1999-02-27,1.0,59.1,4.5
615,Movie_20f1eb,Romance,1999-02-13,31.39,54.73,6.8
616,Movie_abdc50,Animation,1999-06-22,26.22,73.38,4.9
617,Movie_caac87,Action,1999-06-09,39.74,31.92,6.3
618,Movie_f3512c,Comedy,1999-06-22,59.14,34.12,8.6
619,Movie_0f4e85,Comedy,1999-11-13,22.74,76.78,9.4
620,Movie_435e98,Comedy,1999-10-30,1.0,55.64,5.7
621,Movie_0285aa,Animation,1999-05-29,38.69,89.14,6.9
622,Movie_545b21,Animation,1999-03-21,50.85,72.27,6.8
623,Movie_b354f9,Drama,1999-08-01,25.44,43.42,9.2
624,Movie_3eb9ce,Sci-Fi,1999-07-22,19.42,77.25,6.6
625,Movie_680857,Thriller,1999-09-09,23.44,95.92,7.8
626,Movie_d7d639,Romance,1999-08-17,42.75,73.41,9.1
627,Movie_c2e58f,Horror,1999-06-13,23.18,79.97,6.1
628,Movie_efd64a,Animation,1999-08-15,34.93,54.85,9.0
629,Movie_072419,Thriller,1999-05-27,30.42,89.79,9.0
630,Movie_e5768b,Animation,1999-01-20,28.87,42.58,9.1
631,Movie_684c6e,Romance,1999-02-16,40.52,70.16,5.5
632,Movie_d3f155,Horror,1999-08-21,22.82,137.09,6.2
633,Movie_2ad770,Drama,1999-11-01,23.54,76.17,8.8
634,Movie_eeaf22,Comedy,1999-01-14,41.96,47.38,6.0
635,Movie_98ff53,Drama,1999-05-23,15.2,47.3,7.3
636,Movie_cde95e,Animation,1999-01-01,16.8,57.86,4.6
637,Movie_f7d002,Drama,1999-02-23,11.1,85.54,4.3
638,Movie_cea260,Thriller,1999-09-16,42.74,64.37,6.3
639,Movie_dc6621,Action,1999-05-24,28.42,40.54,7.2
640,Movie_008d4c,Animation,1999-01-12,10.3,40.49,6.2
641,Movie_ff3398,Animation,1999-11-26,42.81,64.56,7.2
642,Movie_f8e4c7,Thriller,1999-08-12,21.67,61.27,6.8
643,Movie_15f1be,Sci-Fi,1999-09-29,16.92,73.65,7.8
644,Movie_bf5985,Horror,1999-12-24,27.06,87.52,7.6
645,Movie_d6691d,Comedy,1999-06-05,52.18,141.82,6.3
646,Movie_799e7f,Thriller,1999-01-08,24.08,16.14,6.3
647,Movie_c7e64b,Horror,1999-05-02,38.63,80.61,4.8
648,Movie_86f96b,Romance,1999-12-14,40.91,62.95,6.8
649,Movie_9eb5a8,Horror,1999-06-13,36.65,5.0,7.2
650,Movie_746e4b,Romance,1999-03-31,49.07,97.49,6.6
651,Movie_49e327,Thriller,1999-05-16,19.39,72.64,5.8
652,Movie_4f696b,Animation,1999-07-05,14.35,83.99,8.0
653,Movie_8286fb,Animation,1999-11-12,14.06,9.02,4.4
654,Movie_73a819,Sci-Fi,1999-06-27,27.83,53.39,9.0
655,Movie_321343,Thriller,1999-01-28,15.79,27.62,4.1
656,Movie_edab3b,Romance,1999-08-08,32.21,124.89,9.3
657,Movie_c17386,Horror,1999-12-23,31.15,94.34,6.5
658,Movie_d4f2e0,Horror,1999-02-10,45.28,39.57,6.3
659,Movie_816ef8,Romance,1999-08-16,34.37,13.9,5.4
660,Movie_a94a60,Drama,1999-07-11,23.76,65.82,4.1
661,Movie_380958,Sci-Fi,1999-05-25,36.16,92.77,5.5
662,Movie_fc33ce,Action,1999-07-20,14.55,7.95,4.6
663,Movie_9b0161,Animation,1999-07-31,29.43,32.05,7.6
664,Movie_35f883,Comedy,1999-08-08,34.79,26.83,5.8
665,Movie_16beda,Horror,1999-08-28,31.94,86.01,8.2
666,Movie_2e56de,Comedy,1999-02-15,36.23,48.91,5.1
667,Movie_76a5e4,Action,2000-01-10,20.34,50.16,9.0
668,Movie_57f4b2,Thriller,2000-11-07,47.28,65.24,6.9
669,Movie_f20e34,Comedy,2000-10-12,57.33,33.65,4.6
670,Movie_7f5382,Action,2000-08-29,5.96,16.69,6.2
671,Movie_202ab8,Animation,2000-09-07,11.77,101.09,5.1
672,Movie_02649d,Romance,2000-12-30,30.65,103.87,5.1
673,Movie_e49684,Drama,2000-01-05,26.15,65.39,6.8
674,Movie_5344a9,Animation,2000-04-28,58.45,67.56,7.7
675,Movie_128cd0,Horror,2000-10-15,33.3,97.83,9.0
676,Movie_1ef925,Action,2000-03-05,50.89,64.7,6.8
677,Movie_7979f3,Comedy,2000-05-25,1.0,47.43,9.3
678,Movie_e8b46d,Horror,2000-08-11,42.21,61.18,9.2
679,Movie_9284a7,Drama,2000-08-26,19.27,101.8,8.8
680,Movie_29a198,Romance,2000-06-25,19.03,61.6,6.7
681,Movie_9314e1,Thriller,2000-09-23,26.27,39.92,4.8
682,Movie_7902e8,Horror,2000-12-06,8.63,64.41,5.2
683,Movie_44057c,Thriller,2000-10-08,36.64,79.69,7.6
684,Movie_3ec5e5,Action,2000-03-03,32.86,76.09,6.3
685,Movie_b49e69,Drama,2000-08-04,33.99,76.58,4.8
686,Movie_db3617,Comedy,2000-12-07,43.31,35.2,6.6
687,Movie_1dc413,Drama,2000-11-10,52.72,83.1,4.1
688,Movie_e65456,Drama,2000-10-09,24.54,60.85,8.0
689,Movie_41cf5c,Sci-Fi,2000-06-25,37.16,38.65,4.4
690,Movie_0a05b7,Drama,2000-04-07,34.39,82.86,7.5
691,Movie_531980,Drama,2000-04-14,35.66,46.39,8.4
692,Movie_53589e,Animation,2000-04-08,35.89,12.77,4.7
693,Movie_6746d4,Horror,2000-11-06,53.86,29.98,6.9
694,Movie_9afa98,Comedy,2000-01-06,23.1,54.55,8.3
695,Movie_d1373e,Animation,2000-07-15,7.11,77.35,5.4
696,Movie_a3d347,Animation,2000-12-16,19.53,34.08,4.9
697,Movie_dbb746,Horror,2000-05-12,41.36,52.78,5.9
698,Movie_9a4e87,Horror,2000-12-23,30.35,23.5,7.1
699,Movie_4c32f1,Action,2000-09-15,22.99,89.46,7.2
700,Movie_48ee80,Horror,2000-01-23,13.85,111.52,4.7
701,Movie_77e1ef,Sci-Fi,2000-02-22,33.32,108.28,6.5
702,Movie_d488c9,Sci-Fi,2000-06-13,39.67,88.95,5.5
703,Movie_770a86,Animation,2000-07-20,34.59,85.88,8.6
704,Movie_f2cd6a,Thriller,2000-03-23,26.2,5.0,5.7
705,Movie_b30773,Action,2000-05-24,32.2,65.32,8.6
706,Movie_b48a1b,Thriller,2000-03-25,32.11,45.12,6.4
707,Movie_f3b571,Thriller,2000-03-18,32.85,86.41,8.0
708,Movie_c11a4c,Animation,2000-01-01,12.24,5.0,6.8
709,Movie_596f07,Romance,2000-02-20,32.96,65.79,7.4
710,Movie_3983f5,Animation,2000-06-21,23.39,53.57,6.2
711,Movie_c56f6e,Comedy,2000-07-23,45.61,93.55,8.2
712,Movie_e74dab,Comedy,2000-09-16,31.99,106.44,6.3
713,Movie_e10ed6,Horror,2000-10-14,42.53,32.13,6.5
714,Movie_d45449,Horror,2000-02-03,25.47,33.49,6.8
715,Movie_a3c030,Romance,2000-12-13,26.01,66.91,8.6
716,Movie_ed8b1a,Horror,2000-04-04,52.41,112.01,7.6
717,Movie_52c815,Comedy,2000-03-12,36.55,61.8,5.9
718,Movie_cb2999,Thriller,2000-02-08,19.28,21.63,7.7
719,Movie_f4948e,Animation,2000-06-02,43.45,41.82,7.5
720,Movie_88cd7e,Drama,2000-09-06,22.0,66.08,9.1
721,Movie_98d0cd,Sci-Fi,2000-06-10,33.39,67.21,8.6
722,Movie_766e20,Drama,2000-04-27,57.55,38.88,7.6
723,Movie_801ef0,Drama,2000-09-15,8.53,41.23,5.9
724,Movie_a4d8ff,Comedy,2000-11-01,27.36,30.55,8.3
725,Movie_7e67dd,Drama,2001-09-25,36.12,94.24,7.2
726,Movie_d021a0,Animation,2001-02-23,41.47,34.96,9.4
727,Movie_8585b3,Romance,2001-08-24,11.38,46.06,5.4
728,Movie_c6c445,Action,2001-08-10,6.96,45.2,4.4
729,Movie_3d03de,Horror,2001-09-08,46.36,11.82,4.4
730,Movie_ba79bf,Action,2001-11-09,19.19,34.1,7.5
731,Movie_e11523,Thriller,2001-04-22,18.57,96.84,9.2
732,Movie_40494c,Animation,2001-09-12,53.25,23.72,4.0
733,Movie_43a86c,Animation,2001-10-30,31.05,31.09,8.0
734,Movie_e737db,Sci-Fi,2001-07-26,31.14,20.02,7.6
735,Movie_e0a9ff,Animation,2001-08-17,27.3,57.28,8.0
736,Movie_b887be,Horror,2001-12-07,11.64,116.56,6.0
737,Movie_eecba0,Animation,2001-03-07,40.14,56.02,8.5
738,Movie_c06704,Drama,2001-03-16,36.14,62.0,4.2
739,Movie_4a73a2,Sci-Fi,2001-04-13,32.53,36.14,8.2
740,Movie_1c8a1d,Horror,2001-07-11,28.26,58.15,5.5
741,Movie_c94264,Romance,2001-09-09,25.62,96.87,6.6
742,Movie_ac44e2,Romance,2001-08-14,43.69,64.29,8.5
743,Movie_5f4c8c,Romance,2001-10-21,27.88,123.95,5.5
744,Movie_517d85,Romance,2001-11-02,29.04,97.78,5.0
745,Movie_5b2787,Drama,2001-04-08,37.95,57.41,7.7
746,Movie_960680,Animation,2001-12-04,33.12,56.83,6.9
747,Movie_d88428,Action,2001-10-13,54.63,108.93,6.8
748,Movie_e3e77d,Horror,2001-12-01,3.58,64.12,5.4
749,Movie_380546,Drama,2001-12-13,34.5,102.27,4.2
750,Movie_012163,Romance,2001-11-04,19.42,120.09,6.3
751,Movie_e36d88,Thriller,2001-09-06,15.87,53.87,4.6
752,Movie_59e855,Animation,2001-06-15,23.14,70.56,9.0
753,Movie_492ff7,Action,2001-12-01,30.82,89.4,4.2
754,Movie_1b92ad,Thriller,2001-01-30,31.49,83.03,6.4
755,Movie_93c941,Sci-Fi,2001-09-04,7.24,82.81,4.3
756,Movie_109eb2,Thriller,2001-04-16,21.88,20.0,4.5
757,Movie_31cdc6,Sci-Fi,2001-02-20,34.22,34.55,7.6
758,Movie_718201,Sci-Fi,2001-03-22,16.85,45.14,7.6
759,Movie_935506,Romance,2001-05-13,13.28,96.43,4.2
760,Movie_a84c50,Sci-Fi,2001-10-12,1.0,22.94,4.0
761,Movie_25a6e0,Comedy,2001-05-18,20.05,105.7,4.4
762,Movie_1812ed,Horror,2001-07-03,12.76,83.4,8.2
763,Movie_e31a34,Horror,2001-11-26,15.24,94.63,7.2
764,Movie_ee4ef2,Romance,2001-09-30,25.92,32.11,4.2
765,Movie_2ec169,Comedy,2001-12-06,21.0,62.17,6.7
766,Movie_0ab3df,Thriller,2001-03-10,12.51,68.97,7.9
767,Movie_52d298,Drama,2002-07-24,1.0,67.65,8.8
768,Movie_404420,Thriller,2002-05-06,34.53,68.87,9.1
769,Movie_a49db2,Animation,2002-08-23,41.29,51.7,5.8
770,Movie_37edff,Drama,2002-02-12,24.05,64.06,4.7
771,Movie_b97c32,Sci-Fi,2002-08-28,26.01,91.01,5.3
772,Movie_eec988,Action,2002-04-21,30.04,25.0,8.3
773,Movie_c62785,Drama,2002-09-06,53.68,106.41,9.3
774,Movie_12aa64,Action,2002-05-31,6.48,89.46,6.6
775,Movie_1090ef,Horror,2002-07-02,23.78,31.04,5.7
776,Movie_5f2c83,Action,2002-12-02,4.17,71.52,6.4
777,Movie_cc7079,Horror,2002-04-05,35.43,87.04,5.7
778,Movie_e6d41d,Comedy,2002-01-08,27.84,22.94,5.4
779,Movie_d81013,Comedy,2002-12-26,33.04,61.26,7.3
780,Movie_b8459c,Romance,2002-07-03,32.3,57.64,4.1
781,Movie_254513,Romance,2002-10-08,44.86,40.63,5.4
782,Movie_23ee19,Sci-Fi,2002-07-14,38.07,62.77,7.6
783,Movie_41c857,Drama,2002-12-18,42.46,41.99,4.2
784,Movie_96d19d,Sci-Fi,2002-07-14,14.02,101.23,4.5
785,Movie_e0d412,Horror,2002-06-04,47.9,41.2,5.6
786,Movie_01660c,Sci-Fi,2002-04-03,19.16,83.76,8.8
787,Movie_dbdeea,Action,2002-06-09,20.03,10.34,8.2
788,Movie_c9d764,Horror,2002-03-02,34.06,55.15,4.1
789,Movie_99943c,Romance,2002-05-02,34.53,60.37,6.8
790,Movie_31c03f,Comedy,2002-02-20,13.92,54.17,5.5
791,Movie_fd39df,Romance,2002-10-04,27.4,48.11,7.6
792,Movie_7911a9,Drama,2002-01-05,52.32,39.97,8.0
793,Movie_cd9c76,Horror,2002-04-02,7.97,82.64,8.7
794,Movie_0daedd,Horror,2002-06-19,52.28,89.98,6.6
795,Movie_0c6a71,Action,2002-11-13,26.37,57.54,9.5
796,Movie_081e77,Drama,2002-01-22,1.0,27.1,9.4
797,Movie_2e5e15,Comedy,2002-11-22,9.5,113.82,8.9
798,Movie_3d531b,Thriller,2002-01-01,15.55,33.61,7.2
799,Movie_7c7568,Horror,2002-05-13,20.64,16.22,6.2
800,Movie_9070ce,Horror,2002-08-21,28.43,5.0,6.0
801,Movie_583049,Action,2002-01-12,1.0,62.98,4.1
802,Movie_eec227,Sci-Fi,2002-12-12,32.8,53.48,5.4
